Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Basic,Employed,59932,Single,71,0,3,Offer1,Four-Door Car,5507
Premium,Employed,51510,Divorced,106,0,1,Offer2,Four-Door Car,4200
Basic,Unemployed,0,Single,72,0,2,Offer2,Four-Door Car,7917
Basic,Employed,59601,Married,76.72768085,0,6,Offer4,Four-Door Car,5368
Basic,Employed,29286,Married,69,1,1,Offer2,Four-Door Car,2727
Basic,Unemployed,0,Single,180,0,4,Offer3,Luxury SUV,12786
Basic,Employed,68931,Married,66,0,7,Offer2,Four-Door Car,5332
Basic,Employed,31561,Divorced,68,0,7,Offer3,Four-Door Car,5324
Extended,Employed,68401,Divorced,88,0,1,Offer2,Four-Door Car,3455
Basic,Employed,67282,Married,62,0,1,Offer2,Two-Door Car,2487
Basic,Employed,32893,Married,63,0,1,Offer3,Four-Door Car,2507
Basic,Employed,96021,Married,68,0,5,Offer3,Two-Door Car,5508
Basic,Employed,66367,Divorced,64,0,3,Offer2,Two-Door Car,5032
Premium,Employed,52548,Married,101,0,5,Offer2,Four-Door Car,8110
Basic,Unemployed,0,Single,74,0,3,Offer1,Four-Door Car,5208
Basic,Employed,37675,Single,71,0,3,Offer1,Four-Door Car,5704
Basic,Employed,76081,Single,68,0,2,Offer2,Four-Door Car,8029
Premium,Employed,65103,Married,115,4,3,Offer2,Four-Door Car,9095
Basic,Unemployed,0,Single,106,0,1,Offer1,Sports Car,3849
Basic,Employed,29530,Married,74,0,4,Offer2,Two-Door Car,5792
Basic,Unemployed,0,Married,69,0,1,Offer4,Four-Door Car,2563
Extended,Employed,66889,Married,80,0,1,Offer2,Four-Door Car,3241
Extended,Unemployed,0,Single,88,0,6,Offer1,Four-Door Car,6047
Extended,Medical Leave,26411,Married,126,1,1,Offer3,SUV,4698
Basic,Employed,26841,Married,74,1,1,Offer3,Four-Door Car,2852
Basic,Employed,63288,Married,199,0,5,Offer1,Luxury Car,16107
Basic,Employed,77642,Married,68.69374187,0,2,Offer1,Four-Door Car,7663
Premium,Employed,55687,Divorced,276,0,1,Offer1,Luxury SUV,10963
Extended,Employed,56779,Divorced,86,0,3,Offer3,Four-Door Car,6862
Basic,Retired,22283,Divorced,65,0,1,Offer1,Four-Door Car,2397
Basic,Employed,56788,Married,67,0,2,Offer2,Four-Door Car,8162
Extended,Employed,42928,Married,93,0,2,Offer1,Four-Door Car,11130
Extended,Unemployed,0,Single,93,0,6,Offer3,Two-Door Car,6512
Basic,Unemployed,0,Married,68,2,3,Offer3,Four-Door Car,4624
Basic,Employed,37612,Divorced,64,0,1,Offer3,Four-Door Car,2537
Extended,Employed,37331,Married,137,0,1,Offer1,Sports Car,5297
Basic,Disabled,11904,Single,61,2,3,Offer1,Two-Door Car,4254
Extended,Unemployed,0,Married,137,0,1,Offer2,SUV,4863
Basic,Medical Leave,25965,Divorced,65,0,1,Offer1,Four-Door Car,2491
Basic,Employed,75648,Married,108,0,1,Offer2,SUV,4349
Premium,Employed,57031,Married,104,1,1,Offer1,Four-Door Car,4078
Extended,Unemployed,0,Single,87,0,7,Offer2,Four-Door Car,6081
Basic,Employed,21911,Married,67,0,2,Offer2,Four-Door Car,18939
Basic,Employed,67128,Married,105,0,4,Offer1,SUV,8406
Extended,Employed,37202,Married,93.01880877,0,1,Offer3,Two-Door Car,3691
Premium,Unemployed,0,Married,107,1,1,Offer1,Two-Door Car,3798
Basic,Employed,64801,Married,64,0,2,Offer2,Four-Door Car,7582
Basic,Unemployed,0,Single,113,0,1,Offer2,SUV,4014
Basic,Employed,48295,Single,63,0,8,Offer1,Four-Door Car,4913
Basic,Unemployed,0,Divorced,100,0,1,Offer3,SUV,3683
Extended,Unemployed,0,Single,97,0,3,Offer1,Four-Door Car,6583
Extended,Unemployed,0,Single,87,0,2,Offer4,Four-Door Car,8773
Basic,Unemployed,0,Married,69,4,3,Offer1,Four-Door Car,4654
Basic,Employed,58089,Married,118,0,1,Offer1,SUV,4686
Extended,Employed,71467,Divorced,86,0,2,Offer3,Two-Door Car,20446
Basic,Unemployed,0,Married,112,0,1,Offer3,SUV,4018
Basic,Unemployed,0,Single,73.18092655,1,1,Offer1,Four-Door Car,2472
Basic,Unemployed,0,Married,71,0,2,Offer2,Two-Door Car,8149
Extended,Unemployed,0,Divorced,87,0,3,Offer3,Four-Door Car,6326
Basic,Employed,69263,Married,72.95398588,0,1,Offer4,Four-Door Car,3331
Basic,Employed,54834,Single,68.95425326,0,8,Offer3,Four-Door Car,5647
Basic,Unemployed,0,Divorced,61,0,1,Offer1,Four-Door Car,2309
Extended,Employed,44536,Married,132,0,1,Offer1,SUV,5261
Extended,Unemployed,0,Single,84.8185512,0,2,Offer2,Two-Door Car,22399
Basic,Employed,56342,Single,69,0,1,Offer2,Four-Door Car,2674
Basic,Employed,54950,Married,74.3172808,0,2,Offer1,Two-Door Car,8175
Extended,Disabled,28334,Single,83,0,7,Offer1,Four-Door Car,6232
Basic,Employed,99845,Married,110,1,8,Offer2,SUV,8819
Basic,Employed,90456,Married,71,0,2,Offer4,Four-Door Car,14203
Basic,Unemployed,0,Married,73,0,3,Offer1,Four-Door Car,5406
Basic,Disabled,20867,Married,71,0,1,Offer4,Four-Door Car,2722
Extended,Employed,22094,Married,79,0,2,Offer4,Four-Door Car,9298
Basic,Employed,94303,Single,68,0,2,Offer1,Four-Door Car,7928
Basic,Employed,46061,Married,65,0,3,Offer3,Two-Door Car,5245
Basic,Employed,80727,Married,68,0,4,Offer2,Four-Door Car,5539
Basic,Employed,78772,Married,62,0,8,Offer2,Four-Door Car,5024
Extended,Employed,46530,Married,80,1,2,Offer1,Four-Door Car,9470
Basic,Employed,79751,Married,63,0,1,Offer3,Two-Door Car,2551
Basic,Employed,52583,Single,113,0,7,Offer1,SUV,8879
Basic,Employed,62902,Married,69,0,2,Offer2,Two-Door Car,8256
Basic,Employed,39718,Married,65,0,1,Offer4,Four-Door Car,2516
Basic,Employed,50217,Married,80.43042268,0,7,Offer1,Two-Door Car,5914
Basic,Unemployed,0,Single,62,0,3,Offer1,Two-Door Car,4217
Extended,Employed,80192,Single,89,0,2,Offer3,Four-Door Car,10453
Basic,Medical Leave,17576,Married,71,0,1,Offer2,Four-Door Car,2722
Basic,Employed,68022,Married,103,0,3,Offer4,Sports Car,8209
Basic,Employed,91469,Single,100,2,2,Offer1,SUV,11797
Basic,Employed,52583,Single,113,0,7,Offer1,SUV,8879
Extended,Employed,73604,Divorced,88,0,2,Offer2,Two-Door Car,10453
Basic,Unemployed,0,Single,107,0,8,Offer1,Sports Car,7706
Extended,Employed,58713,Married,98,0,1,Offer1,Four-Door Car,3910
Basic,Employed,28441,Married,73,0,2,Offer2,Two-Door Car,8595
Basic,Unemployed,0,Married,103,1,1,Offer1,SUV,3771
Extended,Medical Leave,23053,Married,135,0,6,Offer3,SUV,10506
Extended,Employed,46644,Married,84,0,1,Offer3,Four-Door Car,3355
Basic,Unemployed,0,Married,104,3,8,Offer1,Sports Car,7591
Basic,Employed,38667,Single,65,0,1,Offer1,Four-Door Car,2487
Extended,Employed,24204,Married,99,1,1,Offer2,Four-Door Car,3864
Extended,Employed,42589,Divorced,98,0,1,Offer1,Four-Door Car,3848
Premium,Employed,36551,Married,88.27735657,0,2,Offer4,Four-Door Car,13045
Extended,Employed,66457,Married,95,0,1,Offer2,Four-Door Car,3774
Basic,Employed,53249,Married,68,0,5,Offer4,Four-Door Car,5414
Basic,Employed,58166,Married,67,0,1,Offer2,Four-Door Car,2685
Premium,Unemployed,0,Married,112,0,1,Offer3,Four-Door Car,4135
Basic,Employed,74212,Married,73,0,1,Offer2,Four-Door Car,2908
Premium,Employed,78250,Married,114,0,6,Offer2,Four-Door Car,9067
Basic,Employed,39035,Divorced,67,0,1,Offer4,Four-Door Car,2644
Extended,Employed,33046,Married,79,0,1,Offer4,Four-Door Car,3112
Extended,Unemployed,0,Single,89,0,3,Offer1,Two-Door Car,6264
Basic,Unemployed,0,Single,70,1,4,Offer4,Four-Door Car,6793
Basic,Unemployed,0,Single,73,0,1,Offer2,Four-Door Car,2388
Extended,Employed,79253,Married,76,0,1,Offer4,Two-Door Car,3034
Basic,Employed,56550,Married,73,3,2,Offer3,Four-Door Car,8696
Basic,Employed,63259,Married,65,0,9,Offer3,Two-Door Car,5234
Basic,Employed,79487,Divorced,114,0,1,Offer2,SUV,4626
Basic,Unemployed,0,Single,66,0,2,Offer2,Two-Door Car,6843
Extended,Unemployed,0,Single,94,1,1,Offer1,Four-Door Car,3028
Basic,Disabled,14170,Married,109,0,1,Offer1,SUV,4223
Basic,Employed,79090,Married,107,0,3,Offer2,SUV,8609
Basic,Disabled,28672,Divorced,71,0,2,Offer1,Four-Door Car,7892
Basic,Unemployed,0,Divorced,112,0,3,Offer1,Sports Car,8007
Extended,Employed,35773,Married,93,0,2,Offer1,Four-Door Car,11030
Basic,Employed,76283,Married,61,0,6,Offer2,Four-Door Car,4938
Extended,Employed,83873,Single,71.96692604,1,1,Offer3,Two-Door Car,2971
Premium,Unemployed,0,Single,102,2,2,Offer1,Four-Door Car,19069
Premium,Disabled,25943,Married,110,0,1,Offer1,Two-Door Car,4145
Basic,Employed,42090,Married,119,0,3,Offer1,SUV,9386
Basic,Unemployed,0,Single,70,0,3,Offer3,Four-Door Car,5002
Extended,Employed,62192,Single,98,0,5,Offer3,Two-Door Car,7684
Basic,Disabled,16450,Divorced,70,0,7,Offer1,Two-Door Car,4975
Basic,Unemployed,0,Married,67,0,2,Offer3,Four-Door Car,20455
Basic,Employed,85956,Divorced,66.55270964,0,5,Offer4,Four-Door Car,5838
Extended,Unemployed,0,Single,99,1,8,Offer4,Four-Door Car,6714
Extended,Unemployed,0,Single,77,0,1,Offer1,Four-Door Car,2761
Extended,Employed,90289,Married,99,3,2,Offer2,Four-Door Car,31269
Basic,Employed,76522,Married,71,0,6,Offer2,Four-Door Car,5705
Basic,Employed,60282,Married,102,0,2,Offer1,SUV,12200
Extended,Unemployed,0,Divorced,82,0,2,Offer1,Two-Door Car,7887
Basic,Employed,53484,Divorced,70,0,2,Offer1,Two-Door Car,13865
Premium,Unemployed,0,Single,116,0,6,Offer1,Two-Door Car,8169
Extended,Unemployed,0,Single,93.50928896,0,1,Offer3,Two-Door Car,3589
Basic,Employed,40921,Married,62,2,1,Offer3,Four-Door Car,2435
Basic,Employed,36637,Married,192,0,3,Offer4,Luxury Car,15320
Premium,Employed,32435,Married,297,0,1,Offer1,Luxury Car,11701
Basic,Employed,35095,Divorced,64,0,2,Offer3,Four-Door Car,17254
Basic,Employed,80237,Married,108,0,2,Offer2,SUV,13297
Extended,Unemployed,0,Single,78,0,1,Offer2,Four-Door Car,2549
Basic,Employed,62113,Married,104,0,1,Offer2,SUV,4178
Basic,Employed,72685,Married,68,5,1,Offer4,Four-Door Car,2572
Basic,Employed,43811,Married,117,0,4,Offer1,Sports Car,9429
Extended,Employed,70146,Married,96,0,1,Offer2,Four-Door Car,3839
Extended,Employed,31267,Married,129,0,2,Offer4,Sports Car,40636
Extended,Unemployed,0,Married,96,0,1,Offer1,Four-Door Car,3731
Basic,Unemployed,0,Single,69,0,1,Offer3,Four-Door Car,2449
Extended,Employed,80928,Divorced,104.8688852,0,1,Offer1,SUV,5283
Basic,Employed,44662,Single,63,1,1,Offer1,Four-Door Car,2449
Extended,Unemployed,0,Single,77,0,1,Offer1,Two-Door Car,2416
Basic,Unemployed,0,Single,67,3,1,Offer1,Four-Door Car,2086
Basic,Employed,32775,Divorced,61,0,2,Offer1,Four-Door Car,19088
Premium,Employed,28311,Married,134,0,2,Offer4,SUV,41855
Premium,Employed,26149,Married,157,0,7,Offer4,SUV,12655
Extended,Employed,37282,Married,79,0,2,Offer2,Four-Door Car,25169
Basic,Unemployed,0,Single,72,0,3,Offer3,Four-Door Car,4755
Extended,Unemployed,0,Married,76,0,3,Offer2,Four-Door Car,5678
Extended,Unemployed,0,Married,135,0,3,Offer2,Sports Car,10013
Basic,Employed,31562,Married,115,0,3,Offer1,SUV,9198
Basic,Employed,43278,Married,68,0,1,Offer2,Four-Door Car,2721
Basic,Unemployed,0,Single,105,0,5,Offer2,SUV,7376
Basic,Employed,42360,Married,70,0,7,Offer1,Four-Door Car,5603
Basic,Employed,72669,Married,69.61621839,0,1,Offer4,Four-Door Car,2980
Basic,Unemployed,0,Married,72,1,7,Offer1,Four-Door Car,5341
Basic,Employed,21979,Married,73,0,1,Offer2,Two-Door Car,2891
Basic,Employed,64125,Single,73,0,2,Offer2,Four-Door Car,8685
Basic,Employed,79487,Divorced,114,0,1,Offer2,SUV,4626
Basic,Employed,85721,Married,65,0,5,Offer4,Four-Door Car,5218
Extended,Medical Leave,12075,Married,93.48598695,1,4,Offer1,Four-Door Car,6674
Basic,Unemployed,0,Married,73,0,2,Offer1,Four-Door Car,21531
Basic,Unemployed,0,Divorced,66,4,1,Offer1,Four-Door Car,2004
Extended,Employed,58557,Married,83.01347496,0,1,Offer3,Two-Door Car,3554
Extended,Employed,49078,Single,97,0,2,Offer2,Four-Door Car,22332
Extended,Employed,64495,Married,92,0,1,Offer4,Four-Door Car,3660
Basic,Medical Leave,25370,Married,102,0,2,Offer1,Sports Car,11638
Premium,Employed,22768,Married,89.10880991,0,1,Offer4,Four-Door Car,4437
Premium,Unemployed,0,Single,105,0,4,Offer1,Two-Door Car,7452
Extended,Unemployed,0,Married,133,0,1,Offer2,SUV,4903
Basic,Employed,23941,Married,61,0,1,Offer3,Four-Door Car,2429
Basic,Employed,54000,Divorced,66,0,1,Offer1,Two-Door Car,2644
Extended,Unemployed,0,Married,132,0,2,Offer3,SUV,43019
Basic,Employed,78275,Married,72,0,2,Offer4,Two-Door Car,11619
Basic,Employed,94242,Married,71,1,2,Offer1,Four-Door Car,8595
Premium,Employed,84831,Single,192,0,2,Offer1,Sports Car,22986
Basic,Employed,69512,Married,72,0,5,Offer2,Two-Door Car,5781
Basic,Employed,21277,Divorced,66,0,9,Offer2,Four-Door Car,5109
Basic,Employed,77025,Single,64,2,3,Offer1,Two-Door Car,5104
Basic,Employed,20870,Divorced,72,0,2,Offer3,Four-Door Car,8400
Premium,Employed,65348,Married,110,0,2,Offer1,Sports Car,17738
Basic,Employed,29444,Married,63,0,1,Offer3,Two-Door Car,2480
Premium,Unemployed,0,Single,108,1,4,Offer2,Two-Door Car,7055
Extended,Employed,59522,Married,89,0,3,Offer2,Four-Door Car,7153
Basic,Employed,40870,Married,105,0,2,Offer1,SUV,12731
Basic,Employed,55436,Divorced,67,0,2,Offer3,Four-Door Car,10706
Basic,Employed,85704,Married,69.16308475,0,7,Offer1,Four-Door Car,5573
Extended,Unemployed,0,Married,88,0,6,Offer1,Four-Door Car,6473
Premium,Unemployed,0,Single,110,0,2,Offer1,Four-Door Car,30745
Premium,Unemployed,0,Single,105,0,2,Offer3,Four-Door Car,10575
Basic,Employed,52993,Married,64,0,2,Offer1,Four-Door Car,22940
Basic,Employed,57564,Married,61,0,1,Offer2,Four-Door Car,2465
Basic,Employed,51335,Married,71,0,9,Offer1,Four-Door Car,5745
Basic,Employed,41991,Single,68,0,8,Offer1,Four-Door Car,5285
Basic,Employed,24495,Single,70,0,1,Offer4,Four-Door Car,2659
Premium,Employed,30821,Married,97,0,1,Offer2,Four-Door Car,3911
Extended,Employed,64620,Married,223,1,6,Offer2,Luxury Car,18073
Extended,Employed,80046,Married,132,0,4,Offer2,SUV,10633
Basic,Employed,40215,Divorced,64,0,3,Offer1,Four-Door Car,5059
Basic,Employed,34137,Married,62,0,2,Offer1,Two-Door Car,7440
Premium,Employed,59624,Divorced,117,0,3,Offer3,Four-Door Car,9156
Basic,Unemployed,0,Single,110,0,9,Offer1,SUV,7786
Basic,Unemployed,0,Married,65,0,2,Offer1,Four-Door Car,6685
Premium,Employed,76558,Married,118,1,8,Offer3,Two-Door Car,8906
Basic,Unemployed,0,Single,65,0,2,Offer2,Two-Door Car,16045
Basic,Employed,53703,Single,65,0,1,Offer2,Two-Door Car,2530
Basic,Employed,72211,Married,73,0,1,Offer2,Four-Door Car,2906
Basic,Disabled,20903,Married,117,0,8,Offer4,SUV,8886
Basic,Unemployed,0,Married,62,0,2,Offer4,Two-Door Car,9048
Extended,Employed,24959,Married,89,0,1,Offer2,Four-Door Car,3576
Basic,Employed,22627,Married,67,0,8,Offer2,Four-Door Car,5285
Extended,Unemployed,0,Single,90,0,1,Offer2,Four-Door Car,3049
Basic,Unemployed,0,Married,117,0,8,Offer4,SUV,8569
Basic,Employed,97413,Married,73,0,6,Offer1,Four-Door Car,5904
Premium,Disabled,10097,Married,110,0,1,Offer1,Four-Door Car,4212
Extended,Retired,18577,Divorced,86,0,6,Offer1,Four-Door Car,6273
Extended,Employed,43982,Divorced,126,1,2,Offer1,SUV,14722
Premium,Employed,46703,Single,108,0,6,Offer1,Four-Door Car,8573
Basic,Employed,55964,Divorced,69,0,1,Offer2,Four-Door Car,2748
Basic,Employed,98473,Married,72,0,1,Offer2,Four-Door Car,2929
Premium,Employed,61725,Divorced,106,0,6,Offer2,Four-Door Car,8512
Basic,Medical Leave,19591,Divorced,74,0,4,Offer1,Two-Door Car,5635
Extended,Unemployed,0,Single,94,0,1,Offer3,Four-Door Car,3293
Extended,Employed,30658,Married,89,0,2,Offer2,Four-Door Car,10487
Basic,Disabled,11904,Single,61,2,3,Offer1,Two-Door Car,4254
Basic,Employed,46900,Married,66,0,1,Offer2,Four-Door Car,2580
Basic,Medical Leave,27501,Married,63,0,1,Offer4,Four-Door Car,2413
Basic,Employed,33832,Married,67,1,9,Offer3,Four-Door Car,5297
Basic,Unemployed,0,Divorced,73,2,9,Offer2,Four-Door Car,4778
Basic,Employed,83772,Divorced,62,0,1,Offer3,Two-Door Car,2453
Basic,Unemployed,0,Married,109,0,4,Offer1,SUV,8181
Basic,Employed,78185,Single,61,0,1,Offer4,Four-Door Car,2381
Extended,Employed,22492,Divorced,85,0,7,Offer2,Two-Door Car,6819
Basic,Employed,33716,Married,68,1,3,Offer1,Four-Door Car,5386
Basic,Employed,25632,Married,62.87250919,0,7,Offer2,Two-Door Car,4929
Extended,Employed,26488,Divorced,247,0,7,Offer1,Luxury SUV,19337
Basic,Employed,26334,Married,63,2,2,Offer2,Two-Door Car,17086
Extended,Employed,60479,Married,96,0,3,Offer2,Two-Door Car,7614
Extended,Employed,37345,Married,82,0,2,Offer4,Four-Door Car,9752
Extended,Employed,87485,Divorced,92,0,1,Offer3,Four-Door Car,3694
Extended,Employed,61108,Divorced,89,0,2,Offer2,Four-Door Car,10484
Basic,Unemployed,0,Single,74,0,2,Offer3,Two-Door Car,7714
Basic,Employed,61844,Single,108,3,2,Offer1,Sports Car,13277
Basic,Unemployed,0,Single,64,1,7,Offer3,Two-Door Car,4196
Basic,Employed,99241,Single,70,0,2,Offer2,Four-Door Car,22325
Basic,Disabled,13330,Single,72.99253797,0,1,Offer1,SUV,4046
Premium,Employed,43758,Divorced,173,0,1,Offer4,Sports Car,6806
Basic,Unemployed,0,Single,62,0,2,Offer3,Two-Door Car,18948
Extended,Unemployed,0,Single,97,0,2,Offer1,Four-Door Car,10479
Basic,Employed,42540,Married,70,0,2,Offer1,Four-Door Car,8406
Basic,Unemployed,0,Divorced,105.6391222,0,5,Offer1,SUV,8255
Basic,Employed,28727,Married,113,0,2,Offer4,SUV,13270
Extended,Unemployed,0,Divorced,76,0,2,Offer2,Four-Door Car,15936
Extended,Medical Leave,18814,Single,122,0,3,Offer2,Sports Car,9223
Basic,Employed,89948,Divorced,110,1,2,Offer2,Sports Car,13081
Basic,Employed,49367,Divorced,63,0,9,Offer1,Four-Door Car,5016
Basic,Employed,31591,Married,69.47193341,4,1,Offer3,Four-Door Car,2764
Basic,Employed,28519,Married,66,0,1,Offer2,Two-Door Car,2606
Basic,Retired,29465,Married,118,1,1,Offer1,SUV,4237
Basic,Employed,28327,Single,185,0,3,Offer4,Luxury Car,14131
Basic,Unemployed,0,Single,117,0,5,Offer2,SUV,8491
Basic,Medical Leave,16513,Divorced,71,0,6,Offer3,Four-Door Car,5223
Basic,Employed,55836,Divorced,73,0,7,Offer2,Four-Door Car,5875
Premium,Employed,60668,Single,138,1,1,Offer2,Sports Car,5504
Extended,Employed,22705,Divorced,239,0,7,Offer2,Luxury SUV,19160
Premium,Employed,58842,Married,110,0,1,Offer2,Four-Door Car,4362
Basic,Unemployed,0,Divorced,104,0,2,Offer2,Sports Car,34039
Basic,Employed,58466,Married,66,1,2,Offer4,Two-Door Car,23187
Extended,Medical Leave,22906,Married,76,0,8,Offer4,Four-Door Car,5746
Premium,Employed,68086,Married,194,0,3,Offer2,SUV,15470
Basic,Unemployed,0,Divorced,76.58051904,2,1,Offer1,Two-Door Car,4016
Basic,Employed,45768,Married,73,0,1,Offer1,Two-Door Car,2931
Basic,Employed,97361,Single,73,0,2,Offer1,Four-Door Car,8622
Basic,Medical Leave,24664,Married,69,0,2,Offer2,Four-Door Car,7787
Extended,Employed,44891,Married,83,0,6,Offer3,Four-Door Car,6712
Extended,Employed,53984,Married,81,0,1,Offer4,Four-Door Car,3193
Basic,Employed,27940,Married,65,0,4,Offer2,Two-Door Car,5096
Basic,Employed,90083,Married,71,0,1,Offer4,Two-Door Car,2861
Basic,Employed,40153,Single,61,0,2,Offer1,Four-Door Car,7227
Extended,Employed,33786,Divorced,89,1,3,Offer1,Two-Door Car,6889
Basic,Employed,25632,Married,65.72123143,0,7,Offer2,Two-Door Car,4909
Basic,Employed,37874,Married,65,0,8,Offer1,Four-Door Car,5258
Basic,Employed,39854,Divorced,66,0,7,Offer2,Two-Door Car,5217
Extended,Unemployed,0,Single,96,0,2,Offer2,Four-Door Car,9955
Extended,Employed,80969,Married,217,0,3,Offer4,Luxury SUV,17441
Basic,Disabled,11432,Married,119,0,2,Offer2,SUV,13466
Premium,Employed,58089,Married,107.5864285,0,1,Offer1,Four-Door Car,4669
Extended,Unemployed,0,Single,82,0,6,Offer1,Four-Door Car,5439
Basic,Employed,24423,Married,85.86154612,0,9,Offer1,Two-Door Car,5275
Basic,Unemployed,0,Single,70,1,4,Offer1,Two-Door Car,4653
Basic,Employed,24423,Divorced,67,0,6,Offer1,Two-Door Car,5272
Basic,Employed,76283,Divorced,62,0,6,Offer2,Four-Door Car,4936
Basic,Retired,21514,Married,62,0,2,Offer1,Two-Door Car,11981
Basic,Unemployed,0,Single,72,0,1,Offer1,Four-Door Car,2558
Extended,Employed,35205,Married,76,0,1,Offer2,Four-Door Car,2967
Extended,Unemployed,0,Single,78,1,1,Offer1,Four-Door Car,2656
Premium,Employed,56146,Married,119,0,1,Offer4,Four-Door Car,4756
Extended,Employed,78374,Married,85,0,2,Offer1,Two-Door Car,16504
Extended,Unemployed,0,Single,82,0,2,Offer2,Four-Door Car,8470
Extended,Employed,49078,Single,97,0,2,Offer2,Four-Door Car,22332
Extended,Employed,46667,Single,129,1,3,Offer1,SUV,10103
Extended,Employed,31027,Single,124,1,2,Offer1,SUV,14255
Extended,Disabled,24584,Married,126,0,3,Offer2,SUV,9667
Basic,Employed,83086,Married,72.5613014,0,5,Offer3,Four-Door Car,5659
Extended,Employed,58946,Married,121,0,1,Offer1,SUV,4823
Basic,Unemployed,0,Married,66,0,1,Offer3,Four-Door Car,2444
Premium,Employed,48197,Single,106,0,6,Offer2,Four-Door Car,8275
Basic,Employed,33561,Divorced,74,0,7,Offer2,Two-Door Car,5923
Basic,Employed,33190,Divorced,106,0,2,Offer1,SUV,33473
Basic,Employed,21498,Married,63,0,9,Offer2,Four-Door Car,4865
Basic,Unemployed,0,Single,72,0,5,Offer1,Four-Door Car,5121
Extended,Unemployed,0,Married,130,0,1,Offer2,SUV,4726
Basic,Medical Leave,12780,Married,111.7262427,0,3,Offer1,SUV,8201
Basic,Employed,74140,Married,101,2,2,Offer2,SUV,36168
Premium,Unemployed,0,Married,172,0,1,Offer2,SUV,6282
Basic,Employed,46267,Married,72,0,1,Offer2,Four-Door Car,2895
Basic,Retired,25944,Divorced,70,0,2,Offer4,Four-Door Car,7613
Extended,Unemployed,0,Single,207,0,6,Offer2,Luxury Car,14246
Basic,Unemployed,0,Single,72,0,3,Offer1,Two-Door Car,5093
Extended,Employed,32918,Married,84,0,3,Offer3,Four-Door Car,6631
